Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning Airflow Range (Current)* (offset),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),IAM (4-byte)* (multiplier),Mass Airflow (g/s),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Atmospheric Pressure (psi),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Engine Load (4-Byte)* (g/rev),Engine Load (Calculated) (g/rev),Feedback Knock Correction (4-byte)* (degrees),Gear (Calculated)* (position),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Final Fueling Base (4-byte)* (lambda),Ignition Total Timing (degrees)
251201,-11.72,2.34,1,12.88,198,1086,0.5000,5.05,14.00,14.36,8,14.62,0.27,0.27,0.00,3,104,0,0.00,17,5.95,4.71,1.00,16.50
251306,-12.50,2.34,1,13.12,198,1076,0.5000,5.05,14.10,14.36,8,14.63,0.27,0.28,0.00,3,104,0,0.00,17,5.95,4.71,1.00,21.50
251409,-12.50,2.34,1,13.60,198,1066,0.5000,5.05,14.10,14.36,8,14.63,0.28,0.29,0.00,3,104,0,0.00,17,5.95,4.71,1.00,21.50
251513,-12.50,2.34,1,13.52,198,1084,0.5000,5.08,14.20,14.36,8,14.63,0.28,0.28,0.00,3,104,0,0.00,17,6.09,4.71,1.00,21.00
251617,-12.50,2.34,1,13.52,198,1089,0.5000,5.05,14.20,14.36,8,14.63,0.28,0.28,0.00,3,104,0,0.00,17,6.09,4.71,1.00,16.50
251721,-12.50,2.34,1,13.52,198,1069,0.5000,5.02,14.30,14.36,8,14.63,0.28,0.28,0.00,3,104,0,0.00,17,6.09,4.71,1.00,16.50
251825,-12.50,2.34,1,13.60,198,1070,0.5000,4.99,14.40,14.36,8,14.63,0.28,0.28,0.00,3,104,0,0.00,17,6.24,4.71,1.00,20.50
251929,-12.50,2.34,1,13.60,198,1069,0.5000,4.93,14.40,14.36,8,14.63,0.28,0.27,0.00,3,104,0,0.00,17,6.24,4.71,1.00,19.00
252033,-11.72,2.34,1,13.52,198,1064,0.5000,4.93,14.50,14.36,8,14.63,0.28,0.28,0.00,3,104,0,0.00,17,6.24,4.71,1.00,19.50
252137,-11.72,2.34,1,13.52,198,1074,0.5000,4.93,14.50,14.36,8,14.63,0.28,0.28,0.00,3,104,0,0.00,17,6.24,4.71,1.00,19.50
252241,-11.72,2.34,1,13.60,198,1062,0.5000,4.90,14.50,14.36,8,14.63,0.27,0.28,0.00,3,104,0,0.00,17,6.24,4.71,1.00,17.50
252345,-11.72,2.34,1,13.60,198,1051,0.5000,4.90,14.40,14.36,8,14.64,0.28,0.28,0.00,3,104,0,0.00,17,6.24,4.71,1.00,18.00
252449,-10.94,2.34,1,13.60,198,1050,0.5000,4.87,14.80,14.36,8,14.64,0.28,0.28,0.00,3,104,0,0.00,17,6.24,4.71,1.00,18.00
252553,-10.94,2.34,1,13.60,198,1048,0.5000,4.87,14.80,14.36,8,14.64,0.28,0.28,0.00,3,104,0,0.00,17,6.24,4.71,1.00,18.50
252657,-10.94,2.34,1,13.52,198,1063,0.5000,4.87,14.80,14.36,8,14.64,0.27,0.27,0.00,3,104,0,0.00,17,6.24,4.71,1.00,18.00
252761,-10.16,2.34,1,13.52,198,1056,0.5000,4.87,14.90,14.36,8,14.63,0.27,0.28,0.00,3,104,0,0.00,17,6.24,4.71,1.00,18.00
252865,-10.16,2.34,1,13.60,198,1063,0.5000,4.87,14.80,14.36,8,14.64,0.27,0.28,0.00,3,104,0,0.00,17,6.24,4.71,1.00,17.00
252969,-10.16,2.34,1,13.60,198,1041,0.5000,4.87,14.80,14.36,8,14.64,0.28,0.28,0.00,3,104,0,0.00,17,6.24,4.71,1.00,17.00
253074,-10.16,2.34,1,13.60,198,1052,0.5000,4.87,15.00,14.36,8,14.64,0.28,0.28,0.00,3,104,0,0.00,17,6.24,4.71,1.00,16.50
253177,-9.38,2.34,1,13.52,198,1054,0.5000,4.84,15.00,14.36,8,14.64,0.27,0.27,0.00,3,104,0,0.00,17,6.24,4.71,1.00,17.00
253281,-9.38,2.34,1,13.44,198,1069,0.5000,4.81,14.90,14.36,8,14.63,0.27,0.27,0.00,3,104,0,0.00,17,6.24,4.71,1.00,16.50
253385,-9.38,2.34,1,13.60,198,1056,0.5000,4.84,14.90,14.36,8,14.63,0.27,0.28,0.00,3,104,0,0.00,17,6.24,4.71,1.00,17.00
253490,-9.38,2.34,1,13.60,198,1056,0.5000,4.87,14.90,14.36,8,14.64,0.27,0.28,0.00,3,104,0,0.00,17,6.24,4.71,1.00,16.50
253593,-8.59,2.34,1,13.52,198,1044,0.5000,4.87,14.90,14.36,8,14.64,0.27,0.28,0.00,3,104,0,0.00,17,6.38,4.71,1.00,16.50
253697,-8.59,2.34,1,13.60,198,1046,0.5000,4.81,15.00,14.36,8,14.64,0.27,0.27,0.00,3,104,0,0.00,17,6.38,4.71,1.00,17.00
253801,-8.59,2.34,1,13.52,198,1053,0.5000,4.81,14.90,14.36,8,14.64,0.27,0.27,0.00,3,104,0,0.00,17,6.38,4.71,1.00,16.50
253905,-8.59,2.34,1,13.60,198,1056,0.5000,4.87,14.90,14.36,8,14.64,0.27,0.28,0.00,3,104,0,0.00,17,6.38,4.71,1.00,17.00
254010,-7.81,2.34,1,13.60,198,1065,0.5000,4.87,15.00,14.36,8,14.64,0.27,0.28,0.00,3,104,0,0.00,17,6.38,4.71,1.00,16.50
254113,-7.81,2.34,1,13.60,198,1064,0.5000,4.93,14.90,14.36,8,14.64,0.27,0.28,0.00,3,104,0,0.00,17,6.38,4.71,1.00,16.50
254218,-7.81,2.34,1,13.52,198,1046,0.5000,4.93,14.90,14.36,8,14.64,0.28,0.28,0.00,3,104,0,0.00,17,6.38,4.71,1.00,16.50
254322,-7.81,2.34,1,13.60,198,1042,0.5000,4.87,14.90,14.36,8,14.64,0.28,0.28,0.00,3,104,0,0.00,17,6.38,4.71,1.00,16.50
254425,-7.03,2.34,1,13.52,198,1047,0.5000,4.87,15.00,14.36,8,14.64,0.28,0.28,0.00,3,104,0,0.00,17,6.38,4.71,1.00,17.00
254529,-7.03,2.34,1,13.60,198,1040,0.5000,4.87,14.90,14.36,8,14.64,0.28,0.28,0.00,3,104,0,0.00,17,6.53,4.71,1.00,17.00
254634,-7.03,2.34,1,13.60,198,1033,0.5000,4.87,15.00,14.36,8,14.64,0.28,0.28,0.00,3,104,0,0.00,17,6.53,4.71,1.00,17.00
254738,-7.03,2.34,1,13.52,198,1020,0.5000,4.87,15.00,14.36,8,14.64,0.28,0.29,0.00,3,104,0,0.00,17,6.53,4.71,1.00,17.00
254842,-7.03,2.34,1,13.44,198,1018,0.5000,4.87,14.90,14.36,8,14.64,0.28,0.28,0.00,3,104,0,0.00,17,6.53,4.71,1.00,18.00
254946,-6.25,2.34,1,13.52,198,1028,0.5000,4.87,14.90,14.36,8,14.64,0.28,0.28,0.00,3,104,0,0.00,17,6.53,4.71,1.00,17.50
255049,-6.25,2.34,1,13.52,198,1012,0.5000,4.87,14.80,14.36,8,14.64,0.28,0.29,0.00,3,104,0,0.00,17,6.67,4.71,1.00,17.00
255153,-6.25,2.34,1,13.60,198,1001,0.5000,4.87,14.80,14.36,8,14.65,0.28,0.29,0.00,3,104,0,0.00,17,6.67,4.71,1.00,17.50
255258,-6.25,2.34,1,13.60,198,1008,0.5000,4.93,14.80,14.36,8,14.65,0.29,0.29,0.00,3,104,0,0.00,17,6.67,5.10,1.00,18.00
255362,-6.25,2.34,1,13.52,198,1010,0.5000,4.93,14.80,14.36,8,14.65,0.29,0.29,0.00,3,104,0,0.00,17,6.82,4.71,1.00,18.00
255466,-6.25,2.34,1,13.52,198,1008,0.5000,4.93,14.80,14.36,8,14.65,0.29,0.30,0.00,3,104,0,0.00,17,6.82,5.10,1.00,17.00
255570,-6.25,2.34,1,13.44,198,1001,0.5000,4.93,14.80,14.36,8,14.65,0.29,0.30,0.00,3,104,0,0.00,17,6.82,5.10,1.00,17.00
255673,-6.25,2.34,1,13.68,198,999,0.5000,5.05,14.70,14.36,8,14.65,0.29,0.30,0.00,3,104,0,0.00,17,6.96,5.49,1.00,17.50
255778,-5.47,2.34,1,13.52,198,1004,0.5000,5.12,14.80,14.36,8,14.65,0.30,0.31,0.00,3,104,0,0.00,17,6.96,5.10,1.00,18.00
255882,-5.47,2.34,1,13.60,198,997,0.5000,5.12,14.80,14.36,8,14.65,0.30,0.31,0.00,3,104,0,0.00,17,7.11,5.10,1.00,17.50
255985,-5.47,2.34,1,13.52,198,989,0.5000,5.15,14.90,14.36,8,14.65,0.30,0.31,0.00,3,104,0,0.00,17,7.11,5.10,1.00,16.50
256089,-4.69,2.34,1,13.52,198,996,0.5000,5.18,14.90,14.36,8,14.65,0.31,0.31,0.00,3,104,0,0.00,17,7.11,5.10,1.00,17.00
256194,-4.69,2.34,1,13.52,198,1005,0.5000,5.12,14.90,14.36,8,14.65,0.31,0.31,0.00,3,104,0,0.00,17,7.25,5.10,1.00,17.00
256298,-4.69,2.34,1,13.52,198,995,0.5000,5.12,14.90,14.36,8,14.65,0.31,0.31,0.00,3,104,0,0.00,17,7.25,5.10,1.00,16.50
256402,-3.91,2.34,1,13.52,196,988,0.5000,5.12,15.10,14.36,8,14.65,0.31,0.31,0.00,3,104,0,0.00,17,7.25,5.10,1.00,17.00
256505,-3.91,2.34,1,13.52,196,993,0.5000,5.12,15.00,14.36,8,14.65,0.31,0.31,0.00,3,104,0,0.00,17,7.25,5.10,1.00,17.50
256610,-3.91,2.34,1,13.52,196,985,0.5000,5.12,15.00,14.36,8,14.65,0.31,0.31,0.00,3,104,0,0.00,17,7.25,5.10,1.00,17.00
256714,-3.91,2.34,1,13.52,196,980,0.5000,5.12,15.00,14.36,8,14.65,0.31,0.31,0.00,3,104,0,0.00,17,7.25,5.10,1.00,17.00
256818,-3.91,2.34,1,13.52,196,980,0.5000,5.12,15.00,14.36,8,14.65,0.31,0.31,0.00,3,104,0,0.00,17,7.25,5.10,1.00,17.00
256922,-3.91,2.34,1,13.52,196,992,0.5000,5.12,15.00,14.36,8,14.65,0.31,0.31,0.00,3,104,0,0.00,17,7.25,5.10,1.00,17.00
257026,-3.91,2.34,1,13.60,196,978,0.5000,5.12,14.90,14.36,8,14.65,0.31,0.31,0.00,3,104,0,0.00,17,7.25,5.10,1.00,17.00
257130,-3.12,2.34,1,13.52,196,982,0.5000,5.12,14.90,14.36,8,14.65,0.31,0.31,0.00,3,104,0,0.00,17,7.25,5.10,1.00,17.00
257234,-3.12,2.34,1,13.52,196,994,0.5000,5.15,14.80,14.36,8,14.65,0.31,0.31,0.00,3,104,0,0.00,17,7.25,5.10,1.00,17.00
257338,-3.12,2.34,1,13.52,196,993,0.5000,5.18,14.80,14.36,8,14.65,0.31,0.32,0.00,3,104,0,0.00,17,7.40,5.49,1.00,17.00
257442,-3.12,2.34,1,13.60,196,993,0.5000,5.18,14.80,14.36,8,14.65,0.31,0.31,0.00,3,104,0,0.00,17,7.25,5.49,1.00,16.50
257546,-3.12,2.34,1,13.60,196,987,0.5000,5.18,14.80,14.36,8,14.65,0.31,0.31,0.00,3,104,0,0.00,17,7.25,5.49,1.00,17.00
257650,-3.12,2.34,1,13.52,196,1013,0.5000,5.21,14.80,14.36,8,14.65,0.31,0.31,0.00,3,104,0,0.00,17,7.25,5.49,1.00,16.50
257754,-3.12,2.34,1,13.44,196,1023,0.5000,5.18,14.80,14.36,8,14.64,0.31,0.31,0.00,3,104,0,0.00,17,7.25,5.49,1.00,16.00
257858,-3.12,2.34,1,13.60,196,1024,0.5000,5.18,14.80,14.36,8,14.65,0.31,0.30,0.00,3,104,0,0.00,17,7.25,5.49,1.00,16.00
257962,-2.34,2.34,1,13.60,196,1034,0.5000,5.18,14.80,14.36,8,14.64,0.30,0.30,0.00,3,104,0,0.00,17,7.25,5.49,1.00,15.50
258066,-2.34,2.34,1,13.44,196,1058,0.5000,5.18,14.80,14.36,8,14.64,0.30,0.30,0.00,3,104,0,0.00,17,7.11,5.49,1.00,15.50
258170,-2.34,2.34,1,13.60,196,1071,0.5000,5.18,14.80,14.36,8,14.63,0.30,0.29,0.00,3,104,0,0.00,17,6.96,5.10,1.00,14.00
258274,-2.34,2.34,1,13.44,196,1068,0.5000,5.05,14.80,14.36,8,14.63,0.29,0.29,0.00,3,104,0,0.00,17,6.96,5.10,1.00,13.50
258377,-2.34,2.34,1,13.28,196,1049,0.5000,5.02,14.80,14.36,8,14.64,0.29,0.29,0.00,3,104,0,0.00,17,6.96,5.10,1.00,14.50
258482,-2.34,2.34,1,13.60,196,1049,0.5000,4.99,14.80,14.36,8,14.64,0.29,0.28,0.00,3,104,0,0.00,17,7.11,5.10,1.00,15.50
258586,-1.56,2.34,1,13.60,196,1041,0.5000,4.99,14.80,14.36,8,14.64,0.29,0.29,0.00,3,104,0,0.00,17,7.25,5.10,1.00,16.50
258690,-1.56,2.34,1,13.52,196,1052,0.5000,4.99,14.80,14.36,8,14.64,0.29,0.28,0.00,3,104,0,0.00,17,7.25,5.10,1.00,16.50
258794,-0.78,2.34,1,13.52,196,1036,0.5000,5.02,15.00,14.36,8,14.64,0.29,0.29,0.00,3,104,0,0.00,17,7.11,5.10,1.00,16.50
258898,0.00,2.34,1,13.52,196,1018,0.5000,5.05,15.20,14.36,8,14.65,0.29,0.30,0.00,3,104,0,0.00,17,7.11,5.10,1.00,17.00
259002,0.78,2.34,1,13.68,196,1017,0.5000,5.05,15.30,14.36,8,14.65,0.29,0.30,0.00,3,104,0,0.00,17,7.11,5.10,1.00,17.00
259106,1.56,2.34,1,13.60,196,1014,0.5000,5.05,15.40,14.36,8,14.64,0.29,0.30,0.00,3,104,0,0.00,17,7.11,5.10,1.00,17.50
259210,2.34,2.34,1,13.60,196,989,0.5000,5.08,15.50,14.36,8,14.65,0.30,0.31,0.00,3,104,0,0.00,17,7.11,5.49,1.00,17.50
259314,2.34,2.34,1,13.52,196,970,0.5000,5.18,15.60,14.36,8,14.65,0.30,0.32,0.00,3,104,0,0.00,17,7.11,5.49,1.00,19.00
259418,1.56,2.34,1,13.52,196,957,0.5000,5.24,15.50,14.36,8,14.66,0.31,0.32,0.00,3,104,0,0.00,17,7.25,5.49,1.00,20.00
259522,1.56,2.34,1,13.60,196,953,0.5000,5.24,15.30,14.36,8,14.66,0.32,0.33,0.00,3,104,0,0.00,17,7.40,5.49,1.00,20.50
259626,1.56,2.34,1,13.52,196,926,0.5000,5.27,15.10,14.36,8,14.66,0.32,0.34,0.00,3,104,0,0.00,17,7.55,5.49,1.00,21.00
259730,0.78,2.34,1,13.60,196,927,0.5000,5.27,15.00,14.36,8,14.67,0.33,0.34,0.00,3,104,0,0.00,17,7.69,5.49,1.00,21.50
259834,0.78,2.34,1,13.52,196,919,0.5000,5.24,15.20,14.36,8,14.67,0.33,0.34,0.00,3,104,0,0.00,17,7.69,5.10,1.00,21.00
259938,0.00,2.34,1,13.52,196,939,0.5000,5.18,14.40,14.36,8,14.67,0.33,0.33,0.00,3,104,0,0.00,17,7.69,5.10,1.00,21.00
260042,0.00,2.34,1,13.52,196,996,0.5000,5.18,14.40,14.36,8,14.66,0.33,0.31,0.00,3,104,0,0.00,17,7.69,5.10,1.00,17.00
260146,-0.78,2.34,1,13.52,196,1052,0.5000,5.18,14.40,14.36,8,14.64,0.32,0.30,0.00,3,104,0,0.00,17,7.69,5.10,1.00,14.00
260250,-0.78,2.34,1,13.68,196,1114,0.5000,5.15,14.30,14.36,8,14.63,0.30,0.28,0.00,3,104,0,0.00,17,7.55,5.49,1.00,17.00
260354,-0.78,2.34,1,13.44,196,1177,0.5000,5.15,14.20,14.36,8,14.62,0.29,0.27,0.00,3,104,0,0.00,17,7.40,5.10,1.00,17.00
260458,0.00,2.34,1,13.60,196,1212,0.5000,5.08,14.20,14.36,8,14.61,0.27,0.25,0.00,3,104,0,0.00,17,7.11,5.10,1.00,17.00
260562,0.78,2.34,1,13.60,196,1234,0.5000,5.12,14.30,14.36,8,14.60,0.26,0.25,0.00,3,104,0,0.00,17,6.82,5.10,1.00,17.00
260666,1.56,2.34,1,13.60,196,1247,0.5000,5.15,15.00,14.36,8,14.60,0.26,0.25,0.00,3,104,0,0.00,17,6.67,5.49,1.00,17.00
260770,2.34,2.34,1,13.68,196,1248,0.5000,5.24,15.20,14.36,8,14.60,0.25,0.25,0.00,3,104,0,0.00,17,6.53,5.49,1.00,17.00
260874,3.12,2.34,1,13.60,196,1243,0.5000,5.30,15.40,14.36,8,14.60,0.25,0.25,0.00,2,104,0,0.00,17,6.38,5.49,1.00,17.00
260978,3.91,2.34,1,13.60,196,1254,0.5000,5.34,15.30,14.36,8,14.60,0.25,0.26,0.00,2,104,0,0.00,17,6.24,5.49,1.00,17.00
261082,3.91,2.34,1,13.52,196,1303,0.5000,5.37,15.50,14.36,8,14.60,0.25,0.25,0.00,2,104,0,0.00,17,6.09,5.49,1.00,17.50
261186,4.69,2.34,1,13.60,196,1318,0.5000,5.40,15.40,14.36,8,14.60,0.25,0.25,0.00,2,104,0,0.00,17,6.09,5.49,1.00,17.50
261290,4.69,2.34,1,13.52,196,1323,0.5000,5.43,15.30,14.36,8,14.60,0.25,0.24,0.00,2,104,0,0.00,17,5.95,5.49,1.00,17.50
261394,4.69,2.34,1,13.60,196,1329,0.5000,5.50,15.10,14.36,8,14.60,0.25,0.25,0.00,2,104,0,0.00,17,5.80,5.49,1.00,17.50
261498,3.91,2.34,1,13.60,196,1352,0.5000,5.53,15.00,14.36,8,14.59,0.25,0.25,0.00,2,104,0,0.00,17,5.80,5.49,1.00,17.50
261602,3.91,2.34,1,13.44,196,1352,0.5000,5.53,15.10,14.36,8,14.59,0.25,0.24,0.00,2,104,0,0.00,17,5.66,5.49,1.00,17.50
261706,3.12,2.34,1,13.36,196,1372,0.5000,5.53,14.40,14.36,8,14.59,0.24,0.24,0.00,2,104,0,0.00,17,5.66,5.49,1.00,17.50
261810,3.12,2.34,1,13.60,196,1373,0.5000,5.56,14.40,14.36,8,14.59,0.24,0.25,0.00,2,104,0,0.00,17,5.66,5.49,1.00,18.00
261914,2.34,2.34,2,13.60,194,1382,0.5000,5.59,14.30,14.36,8,14.59,0.24,0.24,0.00,2,104,0,0.00,17,5.66,5.49,1.00,18.00
262018,1.56,2.34,2,13.52,194,1399,0.5000,5.63,14.20,14.36,8,14.59,0.24,0.24,0.00,2,104,0,0.00,17,5.51,5.49,1.00,18.00
262122,0.78,2.34,2,13.52,194,1406,0.5000,5.69,14.10,14.36,8,14.59,0.24,0.24,0.00,2,104,0,0.00,17,5.51,5.49,1.00,18.00
262226,0.00,2.34,2,13.44,194,1436,0.5000,5.72,14.00,14.36,8,14.59,0.24,0.24,0.00,2,104,0,0.00,17,5.51,5.49,1.00,18.00
262330,-0.78,2.34,2,13.60,194,1424,0.5000,5.72,13.90,14.36,8,14.59,0.24,0.24,0.00,2,104,0,0.00,17,5.51,5.49,1.00,18.00
262434,-0.78,2.34,2,13.60,194,1414,0.5000,5.79,13.90,14.36,8,14.59,0.24,0.25,0.00,2,104,0,0.00,17,5.51,5.88,1.00,18.00
262538,0.00,1.56,2,13.60,194,1385,0.5000,5.85,13.90,14.36,10,14.59,0.25,0.25,0.00,2,104,0,0.00,17,5.51,5.88,1.00,18.00
262643,0.00,0.00,2,13.52,194,1356,0.5000,5.82,14.10,14.36,10,14.59,0.25,0.25,0.00,2,104,0,0.00,17,5.51,5.49,1.00,18.00
262746,0.00,0.00,2,13.44,194,1357,0.5000,5.85,14.20,14.36,10,14.59,0.25,0.26,0.00,2,104,0,0.00,17,5.51,5.49,1.00,17.50
262850,0.00,0.00,2,12.96,194,1285,0.5000,5.79,16.00,14.36,10,14.60,0.26,0.27,0.00,2,104,0,0.00,17,5.66,5.49,1.00,17.50
262954,0.00,0.00,2,13.12,194,1199,0.5000,5.82,16.70,14.36,10,14.60,0.27,0.28,0.00,2,104,0,0.00,17,5.95,5.49,1.00,17.00
263058,0.00,0.00,2,13.60,194,1150,0.5000,5.75,18.20,14.36,10,14.61,0.28,0.29,0.00,2,104,0,0.00,17,6.24,5.49,1.00,17.00
263162,0.00,0.00,2,13.52,194,1130,0.5000,5.72,22.90,14.36,10,14.62,0.29,0.30,0.00,2,104,0,0.00,17,6.38,5.10,1.00,17.00
263266,0.00,0.00,2,13.52,194,1090,0.5000,5.66,22.90,14.36,10,14.62,0.30,0.31,0.00,2,104,0,0.00,17,6.53,5.10,1.00,17.00
263371,0.00,0.00,1,13.52,194,1049,0.5000,5.56,33.60,14.36,10,14.63,0.30,0.32,0.00,2,104,0,0.00,17,6.53,5.10,1.00,22.00
263474,0.00,0.00,1,13.60,194,1003,0.5000,5.56,44.60,14.36,10,14.64,0.31,0.33,0.00,2,104,0,0.00,17,6.67,5.10,1.00,22.00
263578,0.00,0.00,1,13.52,194,954,0.5000,5.53,56.90,14.36,10,14.65,0.32,0.34,0.00,2,104,0,0.00,17,6.82,5.10,1.00,22.00
263682,0.00,0.00,1,13.52,194,920,0.5000,5.56,66.60,14.36,10,14.66,0.33,0.37,0.00,2,104,0,0.00,17,6.96,5.49,1.00,22.00
263786,0.00,0.00,2,13.52,194,866,0.5000,5.69,76.30,14.36,10,14.67,0.35,0.39,0.00,2,104,0,0.00,17,7.25,5.49,1.00,22.00
263890,0.00,0.00,2,13.60,194,1158,0.5000,5.75,82.50,14.36,10,14.65,0.34,0.32,0.00,2,104,0,0.00,17,7.69,5.49,1.08,17.00
263994,0.00,0.00,2,13.60,194,1338,0.5000,5.63,83.10,14.36,10,14.60,0.31,0.25,0.00,2,104,0,0.00,17,7.11,5.10,1.11,17.00
264098,0.00,0.00,1,13.52,194,1420,0.5000,5.56,48.90,14.36,10,14.59,0.27,0.24,0.00,2,104,0,0.00,17,6.38,5.10,1.00,18.00
264202,0.00,0.00,2,13.44,194,1395,0.5000,5.75,21.40,14.36,10,14.59,0.26,0.25,0.00,2,104,0,0.00,17,6.24,5.49,1.00,18.00
264307,0.00,0.00,2,13.44,194,1405,0.5000,5.92,16.90,14.36,10,14.59,0.26,0.26,0.00,2,104,0,0.00,17,6.09,5.49,1.00,18.00
264410,0.00,0.00,2,13.44,194,1391,0.5000,5.98,15.80,14.36,10,14.59,0.26,0.26,0.00,2,104,0,0.00,17,5.95,5.49,1.00,18.00
264514,0.00,0.00,2,13.52,194,1402,0.5000,5.98,16.20,14.36,10,14.59,0.26,0.26,0.00,2,104,0,0.00,17,5.95,5.49,1.00,18.00
264618,0.00,0.00,2,13.52,194,1394,0.5000,5.98,16.30,14.36,10,14.59,0.26,0.26,0.00,2,104,0,0.00,17,5.80,5.49,1.00,18.00
264722,0.00,0.00,2,13.52,192,1382,0.5000,5.98,16.20,14.36,10,14.59,0.26,0.26,0.00,2,104,0,0.00,17,5.80,5.49,1.00,18.00
264826,0.00,0.00,2,13.44,192,1397,0.5000,5.95,15.90,14.36,8,14.59,0.26,0.26,0.00,2,104,0,0.00,17,5.80,5.49,1.00,18.00
264930,0.78,0.00,2,13.44,192,1386,0.5000,5.95,15.80,14.36,8,14.59,0.26,0.26,0.00,2,104,0,0.00,17,5.66,5.49,1.00,18.00
265035,0.78,0.00,2,13.60,192,1418,0.5000,5.92,15.40,14.36,8,14.59,0.25,0.25,0.00,2,104,0,0.00,17,5.66,5.49,1.00,18.00
265138,0.00,0.00,2,13.52,192,1406,0.5000,5.95,15.30,14.36,8,14.59,0.25,0.25,0.00,2,104,0,0.00,17,5.66,5.49,1.00,18.00
265243,0.00,0.00,2,13.52,192,1423,0.5000,5.92,15.30,14.36,8,14.59,0.25,0.25,0.00,2,104,0,0.00,17,5.66,5.49,1.00,18.00
265347,-0.78,0.00,2,13.52,192,1434,0.5000,5.95,14.90,14.36,8,14.59,0.25,0.25,0.00,2,104,0,0.00,17,5.66,5.49,1.00,18.50
265450,-0.78,0.00,2,13.52,192,1436,0.5000,5.95,14.20,14.36,8,14.59,0.25,0.25,0.00,2,104,0,0.00,17,5.66,5.49,1.00,18.50
265555,-1.56,0.00,2,13.60,192,1450,0.5000,5.95,14.40,14.36,8,14.59,0.25,0.25,0.00,2,104,0,0.00,17,5.51,5.49,1.00,18.50
265659,-1.56,0.00,2,13.52,192,1446,0.5000,5.98,14.30,14.36,8,14.59,0.25,0.25,0.00,2,104,0,0.00,17,5.51,5.88,1.00,18.50
265763,-1.56,0.00,2,13.52,192,1468,0.5000,5.98,14.30,14.36,8,14.58,0.25,0.24,0.00,2,104,0,0.00,17,5.51,5.88,1.00,18.50
265867,-2.34,0.00,2,13.60,192,1495,0.5000,5.98,14.30,14.36,8,14.58,0.24,0.24,0.00,2,104,0,0.00,17,5.51,5.88,1.00,19.00
265971,-2.34,0.00,2,13.52,192,1501,0.5000,5.98,14.30,14.36,8,14.58,0.24,0.24,0.00,2,104,0,0.00,17,5.37,5.88,1.00,19.00
266075,-2.34,0.00,2,13.52,192,1526,0.5000,6.01,14.30,14.36,8,14.58,0.24,0.24,0.00,2,104,0,0.00,17,5.37,5.88,1.00,19.50
266179,-3.12,0.00,2,13.52,192,1522,0.5000,6.01,14.30,14.36,8,14.58,0.24,0.24,0.00,2,104,0,0.00,17,5.37,5.88,1.00,19.00
266283,-3.12,0.00,2,13.60,192,1522,0.5000,6.08,14.20,14.36,8,14.58,0.24,0.24,0.00,2,104,0,0.00,17,5.37,5.88,1.00,19.00
266387,-3.91,0.00,2,13.60,192,1536,0.5000,6.08,14.20,14.36,8,14.58,0.24,0.24,0.00,2,104,0,0.00,17,5.37,5.88,1.00,19.50
266491,-3.91,0.00,2,13.60,192,1539,0.5000,6.08,14.30,14.36,8,14.58,0.24,0.24,0.00,2,104,0,0.00,17,5.22,5.88,1.00,19.50
266595,-3.91,0.00,2,13.60,192,1536,0.5000,6.11,14.30,14.36,8,14.58,0.24,0.24,0.00,2,104,0,0.00,17,5.22,5.88,0.99,19.50
266699,-4.69,0.00,2,13.44,192,1568,0.5000,6.11,14.30,14.36,8,14.58,0.24,0.24,0.00,2,104,0,0.00,17,5.22,5.88,0.99,19.50
266804,-4.69,0.00,2,13.60,192,1583,0.5000,6.11,14.30,14.36,8,14.58,0.23,0.23,0.00,2,104,0,0.00,17,5.22,5.88,0.99,19.50
266907,-5.47,0.00,2,13.68,190,1570,0.5000,6.14,14.30,14.36,8,14.58,0.23,0.23,0.00,2,104,0,0.00,17,5.22,5.88,0.99,19.50
267011,-5.47,0.00,2,13.60,190,1578,0.5000,6.17,14.30,14.36,8,14.58,0.23,0.23,0.00,2,104,0,0.00,17,5.22,5.88,0.99,20.00
267115,-5.47,0.00,2,13.60,190,1580,0.5000,6.17,14.30,14.36,8,14.58,0.23,0.24,0.00,2,104,0,0.00,17,5.08,5.88,0.99,20.00
267219,0.00,0.00,2,13.52,190,1571,0.5000,6.21,14.20,14.36,10,14.58,0.24,0.24,0.00,2,104,0,0.00,17,5.08,5.88,0.99,20.00
267324,0.00,0.00,2,13.60,190,1545,0.5000,6.21,14.30,14.36,10,14.58,0.24,0.24,0.00,2,104,0,0.00,17,5.22,5.88,0.99,19.50
267427,0.00,0.00,2,13.60,190,1538,0.5000,6.24,14.40,14.36,10,14.58,0.24,0.24,0.00,2,104,0,0.00,17,5.22,5.88,0.99,19.50
267531,0.00,0.00,2,13.68,190,1501,0.5000,6.27,15.70,14.36,10,14.58,0.24,0.25,0.00,2,104,0,0.00,17,5.22,5.88,0.99,19.00
267635,0.00,0.00,2,13.60,190,1429,0.5000,6.24,17.00,14.36,10,14.58,0.25,0.26,0.00,2,104,0,0.00,17,5.37,5.88,0.99,19.00
