Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),Atmospheric Pressure (psi),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Coolant Temperature (F),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Fine Learning Knock Correction (4-byte)* (degrees),Fine Learning Table Offset* (index position),Ignition Base Timing* (degrees),Throttle Plate Opening Angle (4-byte)* (%),IAM (1-byte)** (multiplier)
563865,-0.78,0.00,14.51,8,14.48,183,0.88,3016,0.00,40.00,88,4,0.00,25,14.65,44.06,25.49,14.50,0.00,7,40.12,24.23,0.5000
563967,0.00,0.00,14.51,8,14.48,183,0.88,3026,0.00,40.00,88,4,0.00,25,14.65,44.66,25.49,14.40,0.00,7,40.12,24.52,0.5000
564069,0.78,0.00,14.51,8,14.49,183,0.88,3018,0.00,40.00,88,4,0.00,25,14.80,45.38,26.27,14.60,0.00,7,40.12,24.95,0.5000
564171,0.78,0.00,14.51,8,14.49,183,0.89,3030,0.00,40.00,88,5,0.00,25,14.80,45.02,26.27,14.50,0.00,7,40.12,24.81,0.5000
564273,0.78,0.00,14.51,8,14.49,183,0.89,3040,0.00,40.00,88,5,0.00,25,14.80,45.50,25.88,14.40,0.00,7,40.12,24.81,0.5000
564375,1.56,0.00,14.51,8,14.50,183,0.89,3081,0.00,40.00,88,5,0.00,25,14.80,45.86,25.88,14.50,0.00,7,40.12,24.80,0.5000
564477,0.78,0.00,14.51,8,14.50,183,0.89,3096,0.00,40.00,88,6,0.00,25,14.80,48.54,26.27,14.40,0.00,7,40.12,25.10,0.5000
564579,1.56,0.00,14.51,8,14.50,183,0.89,3085,0.00,40.00,86,6,0.00,25,14.95,46.34,26.27,14.40,0.00,7,40.12,25.10,0.5000
564681,1.56,0.00,14.51,8,14.50,183,0.89,3095,0.00,40.00,86,6,0.00,25,14.95,46.58,26.27,14.30,0.00,7,40.12,25.10,0.5000
564783,1.56,0.00,14.51,8,14.50,183,0.89,3129,0.00,40.00,86,7,0.00,25,14.95,46.58,26.27,14.60,0.00,7,40.12,25.10,0.5000
564885,1.56,0.00,14.51,8,14.50,183,0.89,3120,0.00,40.00,86,7,0.00,25,14.95,46.94,26.27,14.40,0.00,7,40.12,25.09,0.5000
564987,1.56,0.00,14.51,8,14.50,183,0.90,3124,0.00,40.00,86,8,0.00,25,14.95,47.05,26.67,14.40,0.00,7,40.12,25.24,0.5000
565089,1.56,0.00,14.51,8,14.51,183,0.90,3162,0.00,40.00,86,8,0.00,25,14.95,46.81,26.67,14.70,0.00,7,40.12,25.24,0.5000
565191,2.34,0.00,14.51,8,14.51,183,0.89,3148,0.00,40.00,86,8,0.00,25,15.09,47.17,26.67,14.40,0.00,7,40.12,25.39,0.5000
565293,3.12,0.00,14.51,8,14.51,183,0.90,3158,0.00,40.00,86,9,0.00,25,15.09,47.77,26.67,14.70,0.00,7,40.12,25.53,0.5000
565395,3.12,0.00,14.51,8,14.51,183,0.90,3190,0.00,40.00,86,9,0.00,25,15.09,47.41,26.67,14.60,0.00,7,40.12,25.39,0.5000
565497,3.91,0.00,14.51,8,14.51,183,0.90,3181,0.00,40.00,86,9,0.00,25,15.24,48.01,26.67,14.50,0.00,12,40.12,25.53,0.5000
565599,3.91,0.00,14.51,8,14.52,183,0.90,3208,0.00,40.00,86,9,0.00,25,15.24,48.13,26.67,14.70,0.00,12,40.06,25.53,0.5000
565701,3.91,0.00,14.51,8,14.51,183,0.91,3187,0.00,40.00,86,10,0.00,25,15.24,48.37,26.67,14.40,0.00,12,40.06,25.53,0.5000
565803,3.91,0.00,14.51,8,14.52,183,0.90,3223,0.00,40.00,86,10,0.00,25,15.24,48.37,26.67,14.40,0.00,12,40.09,25.53,0.5000
565906,4.69,0.00,14.51,8,14.52,183,0.90,3209,0.00,40.00,86,9,0.00,25,15.24,46.15,26.67,14.40,0.00,12,40.07,25.53,0.5000
566007,4.69,0.00,14.51,8,14.52,183,0.91,3235,0.00,40.00,86,9,0.00,25,15.24,48.49,27.06,14.60,0.00,12,39.93,25.53,0.5000
566109,3.91,0.00,14.51,8,14.52,183,0.91,3217,0.00,40.00,86,9,0.00,25,15.24,48.80,26.67,14.30,0.00,12,40.03,25.53,0.5000
566211,4.69,0.00,14.51,8,14.52,183,0.91,3220,0.00,40.00,86,8,0.00,25,15.38,49.26,26.67,14.40,0.00,12,40.01,25.53,0.5000
566313,4.69,0.00,14.51,8,14.52,183,0.90,3230,0.00,40.00,86,7,0.00,25,15.38,49.47,26.67,14.40,0.00,12,40.01,25.53,0.5000
566415,4.69,0.00,14.51,8,14.52,183,0.91,3263,0.00,40.00,86,7,0.00,25,15.38,49.90,27.06,14.40,0.00,12,39.99,25.53,0.5000
566517,3.91,0.00,14.51,8,14.52,183,0.91,3250,0.00,40.00,86,7,0.00,25,15.38,49.25,26.67,14.30,0.00,12,39.89,25.53,0.5000
566619,3.91,0.00,14.51,8,14.52,183,0.91,3281,0.00,40.00,86,6,0.00,25,15.53,50.98,27.06,14.50,0.00,12,39.78,25.97,0.5000
566721,3.91,0.00,14.51,8,14.52,183,0.92,3268,0.00,40.00,86,6,0.00,25,15.53,51.19,27.45,14.50,0.00,12,39.68,25.97,0.5000
566823,3.91,0.00,14.51,8,14.52,183,0.93,3296,0.00,40.00,86,5,0.50,25,15.67,51.19,27.45,14.40,0.00,12,39.59,26.12,0.5000
566925,3.91,0.00,14.51,8,14.52,183,0.93,3276,0.00,40.00,86,6,0.50,25,15.67,50.54,27.45,14.30,0.00,12,39.43,26.12,0.5000
567027,3.12,0.00,14.51,8,14.52,183,0.93,3306,0.00,40.00,86,6,0.50,25,15.67,53.53,27.45,14.40,0.00,12,39.44,26.12,0.5000
567129,3.12,0.00,14.51,8,14.52,183,0.93,3318,0.00,40.00,86,6,0.50,25,15.67,52.48,27.45,14.40,0.00,12,39.41,26.11,0.5000
567231,3.12,0.00,14.51,8,14.52,183,0.94,3302,0.00,39.50,86,5,0.50,25,15.82,52.48,27.45,14.30,0.00,12,39.08,26.12,0.5000
567333,3.12,0.00,14.51,8,14.52,183,0.95,3338,0.00,39.50,86,6,0.50,25,15.82,55.26,27.45,14.40,0.00,12,38.99,26.26,0.5000
567435,1.56,0.00,14.51,8,14.52,183,0.95,3319,0.00,39.50,86,6,0.50,25,15.82,52.91,27.45,14.40,0.00,12,39.07,26.26,0.5000
567537,1.56,0.00,14.51,8,14.52,183,0.95,3324,0.00,39.50,86,6,0.50,25,15.82,53.12,27.45,14.40,0.00,12,39.07,26.26,0.5000
567639,1.56,0.78,14.51,8,14.52,183,0.95,3358,0.00,39.50,86,6,0.50,25,15.82,53.12,27.45,14.30,0.00,12,39.04,26.26,0.5000
567741,2.34,0.78,14.51,8,14.52,183,0.96,3366,0.00,39.50,86,6,0.50,25,15.82,53.99,27.45,14.30,0.00,12,38.93,26.26,0.5000
567843,1.56,0.78,14.51,8,14.52,183,0.96,3355,0.00,39.50,86,6,0.50,25,15.82,53.99,27.45,14.60,0.00,12,38.81,26.26,0.5000
567945,2.34,0.78,14.51,8,14.52,183,0.97,3388,0.00,39.50,86,7,0.50,25,15.96,54.20,27.45,14.40,0.00,12,38.68,26.26,0.5000
568047,1.56,0.78,14.51,8,14.52,183,0.97,3396,0.00,39.50,86,7,0.50,25,15.96,55.49,27.45,14.40,0.00,12,38.64,26.26,0.5000
568149,0.78,0.78,14.51,8,14.52,183,0.97,3375,0.00,39.50,86,7,1.00,25,15.96,55.49,27.45,14.30,0.00,12,38.47,26.26,0.5000
568251,0.78,0.78,14.51,8,14.52,183,0.98,3385,0.00,39.00,86,8,1.00,25,15.96,55.28,27.45,14.30,0.00,12,38.18,26.26,0.5000
568354,-0.78,0.78,14.51,8,14.52,183,0.99,3400,0.00,39.00,86,8,1.00,25,15.96,57.00,27.45,14.30,0.00,12,38.30,26.26,0.5000
568456,-0.78,0.78,14.51,8,14.52,183,0.99,3429,0.00,39.00,86,8,1.00,25,15.96,55.92,27.45,14.60,0.00,12,38.13,26.41,0.5000
568557,-0.78,0.78,14.51,8,14.52,183,0.99,3441,0.00,39.00,86,8,1.00,25,15.96,56.78,27.45,14.60,0.00,12,38.36,26.26,0.5000
568659,-0.78,0.78,14.51,8,14.52,183,0.99,3447,0.00,39.00,86,8,1.00,25,15.96,57.43,27.45,14.10,0.00,12,38.29,26.26,0.5000
568761,-0.78,0.78,14.51,8,14.52,183,0.99,3427,0.00,39.00,86,8,1.00,25,16.11,56.57,27.45,14.50,0.00,12,38.29,26.26,0.5000
568863,0.00,0.78,14.51,8,14.52,183,0.99,3432,0.00,39.00,86,8,1.00,25,16.11,56.78,27.45,14.50,0.00,12,38.26,26.26,0.5000
568965,0.00,0.78,14.51,8,14.52,183,0.99,3446,0.00,39.00,86,8,1.00,25,16.11,58.29,27.84,14.60,0.00,12,38.18,26.26,0.5000
569067,0.78,0.78,14.51,8,14.52,183,0.99,3478,0.00,39.00,86,8,1.00,25,16.25,57.43,27.84,14.40,0.00,12,38.11,26.41,0.5000
569169,0.00,0.78,14.51,8,14.52,183,1.00,3484,0.00,39.00,86,8,1.00,25,16.25,56.41,27.84,14.50,0.00,13,38.06,26.41,0.5000
569272,0.00,0.78,14.51,8,14.52,183,1.01,3493,0.00,39.00,86,7,1.00,25,16.25,58.29,27.84,14.50,0.00,13,37.73,26.26,0.5000
569374,-1.56,0.78,14.51,8,14.52,183,1.00,3504,0.00,39.00,86,7,1.00,25,16.25,61.29,27.84,14.30,0.00,13,37.98,26.26,0.5000
569476,-1.56,0.78,14.51,8,14.52,183,1.00,3505,0.00,39.00,86,7,1.00,25,16.25,58.29,27.84,14.40,0.00,13,37.98,26.41,0.5000
569577,-0.78,0.78,14.51,8,14.52,183,1.00,3509,0.00,39.00,86,7,1.00,25,16.40,58.73,27.84,14.20,0.00,13,38.01,26.41,0.5000
569680,-0.78,0.78,14.51,8,14.52,183,1.00,3520,0.00,39.00,86,6,1.00,25,16.40,58.72,27.84,14.10,0.00,13,37.90,26.41,0.5000
569781,0.00,0.78,14.51,8,14.52,183,1.00,3500,0.00,39.00,86,7,1.00,25,16.40,58.29,27.84,14.40,0.00,13,37.88,26.41,0.5000
569884,0.00,0.78,14.51,8,14.52,183,1.00,3503,0.00,39.00,86,6,1.00,25,16.40,58.95,27.84,14.30,0.00,13,37.87,26.41,0.5000
569985,-0.78,0.78,14.51,8,14.52,183,1.01,3511,0.00,39.00,86,6,1.00,25,16.40,58.95,27.84,14.40,0.00,13,37.86,26.41,0.5000
570087,-0.78,0.78,14.51,8,14.52,183,1.00,3519,0.00,39.00,86,6,1.00,25,16.40,58.96,27.84,14.40,0.00,13,37.92,26.41,0.5000
570190,-0.78,0.78,14.51,8,14.52,183,1.00,3522,0.00,39.00,86,6,1.00,25,16.40,58.97,27.84,14.40,0.00,13,37.97,26.41,0.5000
570292,-0.78,0.78,14.51,8,14.52,183,1.00,3528,0.00,39.00,86,6,1.00,25,16.54,59.03,27.84,14.50,0.00,13,38.00,26.41,0.5000
570394,0.00,0.00,14.51,8,14.52,183,1.00,3532,0.00,39.00,86,6,1.00,25,16.54,59.04,27.84,15.50,0.00,13,38.02,26.41,0.5000
570496,0.78,0.00,14.51,8,14.52,183,1.00,3566,0.00,39.00,86,6,1.00,25,16.54,59.08,27.84,14.60,0.00,13,38.06,26.41,0.5000
570597,0.00,0.00,14.51,8,14.52,183,1.00,3572,0.00,39.00,86,6,1.00,25,14.65,45.41,27.45,14.60,0.00,12,38.87,21.07,0.5000
570699,-3.91,0.00,14.51,8,14.51,183,0.80,3435,0.00,38.50,86,6,0.00,25,8.71,24.40,10.20,13.60,0.00,11,38.78,7.95,0.5000
570801,-9.38,0.78,14.51,8,14.56,183,0.53,3280,0.00,38.00,86,6,0.00,25,6.38,18.20,8.24,10.50,0.00,11,35.91,7.66,0.5000
570904,-16.41,0.78,14.51,8,14.55,183,0.38,3248,0.00,33.00,86,6,0.00,25,5.51,15.78,7.84,9.60,0.00,11,31.49,7.51,0.5000
571006,-25.00,0.78,14.51,8,14.54,185,0.31,3251,0.00,29.00,86,6,0.00,25,4.93,14.55,7.84,9.80,0.00,11,27.87,7.66,0.5000
571108,0.00,0.78,14.51,10,14.54,185,0.28,3230,0.00,26.00,86,6,0.00,25,4.79,14.19,8.24,10.00,0.00,11,24.74,7.51,0.5000
571210,0.00,0.78,14.51,10,14.55,185,0.27,3165,0.00,24.00,86,7,0.00,25,4.64,14.27,7.84,10.60,0.00,11,23.95,7.66,0.5000
571312,0.00,0.78,14.51,10,14.55,185,0.27,3182,0.00,24.00,86,7,0.00,25,4.64,13.62,8.24,11.90,0.00,11,23.95,7.66,0.5000
571414,0.00,0.78,14.51,10,14.56,185,0.26,3129,0.00,24.00,86,8,0.00,25,4.64,13.39,8.24,13.10,0.00,6,23.95,7.66,0.5000
571516,0.00,0.78,14.51,10,14.57,185,0.26,3054,0.00,24.00,86,9,0.00,25,4.64,12.17,8.24,13.70,0.00,6,23.95,7.66,0.5000
571618,0.00,0.78,14.51,10,14.57,185,0.25,3026,0.00,24.00,86,9,0.00,25,4.64,12.26,7.84,16.90,0.00,6,23.95,7.66,0.5000
571720,0.00,0.78,14.51,10,14.58,185,0.25,3015,0.00,24.00,86,9,0.00,25,4.64,12.17,7.84,25.00,0.00,6,23.95,7.51,0.5000
571822,0.00,0.78,14.51,10,14.58,185,0.24,2983,0.00,24.00,86,10,0.00,25,4.64,11.91,7.84,39.70,0.00,6,23.95,7.51,0.5000
571924,0.00,0.78,14.51,10,14.59,185,0.24,2949,0.00,24.00,86,10,0.00,25,4.50,11.39,8.24,66.70,0.00,6,23.95,7.51,0.5000
572025,0.00,0.78,14.51,10,14.60,185,0.24,2912,0.00,24.00,86,11,0.00,25,4.50,11.65,7.84,86.00,0.00,6,23.95,7.51,0.5000
572128,0.00,0.78,14.51,10,14.60,185,0.24,2855,0.00,24.00,86,11,0.00,25,4.50,11.30,7.84,96.00,0.00,6,23.95,7.51,0.5000
572230,0.00,0.78,14.51,10,14.61,185,0.24,2819,0.00,24.00,86,11,0.00,25,4.50,11.30,7.84,96.00,0.00,6,23.95,7.51,0.5000
572332,0.00,0.78,14.51,10,14.62,185,0.24,2780,0.00,24.00,86,12,0.00,25,4.50,11.13,7.84,96.00,0.00,6,23.95,7.66,0.5000
572434,0.00,0.78,14.51,10,14.62,185,0.24,2761,0.00,24.00,86,12,0.00,25,4.50,11.13,7.84,96.00,0.00,6,23.95,7.51,0.5000
572536,0.00,0.78,14.51,10,14.62,185,0.24,2698,0.00,24.00,86,13,0.00,25,4.64,10.64,7.84,99.90,0.00,6,23.95,7.51,0.5000
572638,0.00,0.78,14.51,10,14.61,185,0.24,2680,0.00,24.00,86,13,0.00,25,4.64,10.52,7.84,99.90,0.00,6,23.95,7.51,0.5000
572740,0.00,0.78,14.51,10,14.61,185,0.24,2622,0.00,24.00,86,14,0.00,25,4.64,10.78,7.84,99.90,0.00,6,23.95,7.51,0.5000
572842,0.00,0.78,14.51,10,14.61,185,0.25,2608,0.00,24.00,86,14,0.00,25,4.64,10.78,7.84,99.90,0.00,6,23.95,7.51,0.5000
572944,0.00,0.78,14.51,10,14.61,185,0.25,2550,0.00,24.00,86,14,0.00,25,4.64,10.64,7.84,99.90,0.00,6,23.95,7.51,0.5000
573046,0.00,0.78,14.51,10,14.61,185,0.25,2532,0.00,24.00,86,15,0.00,25,4.64,10.46,7.84,99.90,0.00,6,23.95,7.66,0.5000
573148,0.00,0.78,14.51,10,14.61,185,0.25,2500,0.00,24.00,86,15,0.00,25,4.79,12.74,7.84,99.90,0.00,6,23.95,7.51,0.5000
573250,0.00,0.78,14.51,10,14.61,185,0.25,2444,0.00,24.00,86,16,0.00,25,4.79,10.41,8.24,99.90,0.00,6,23.95,7.51,0.5000
573352,0.00,0.78,14.51,10,14.61,185,0.25,2414,0.00,24.00,86,16,0.00,25,4.93,12.74,7.84,99.90,0.00,6,23.95,7.51,0.5000
573454,0.00,0.78,14.51,10,14.60,185,0.26,2379,0.00,24.00,86,16,0.00,25,4.93,10.24,7.84,99.90,0.00,6,23.95,7.51,0.5000
573556,0.00,0.78,14.51,10,14.60,185,0.26,2342,0.00,24.00,86,16,0.00,25,5.08,10.41,7.84,99.90,0.00,1,23.95,7.51,0.5000
573658,0.00,0.78,14.51,10,14.60,185,0.26,2305,0.00,24.00,86,16,0.00,25,5.22,10.18,7.84,99.90,0.00,1,23.95,7.51,0.5000
573760,0.00,0.78,14.51,10,14.59,185,0.27,2268,0.00,24.00,86,14,0.00,25,5.22,12.74,7.84,99.90,0.00,1,23.95,7.37,0.5000
573862,0.00,0.78,14.51,10,14.58,185,0.27,2254,0.00,24.00,86,10,0.00,25,5.22,9.78,7.45,99.90,0.00,1,23.95,7.22,0.5000
573964,0.00,0.00,14.51,10,14.58,185,0.27,2217,0.00,24.00,86,6,0.00,25,5.37,9.66,7.45,99.90,0.00,1,23.95,7.22,0.5000
574066,0.00,0.00,14.51,10,14.58,185,0.27,2167,0.00,24.00,86,4,0.00,25,5.37,9.83,7.45,99.90,0.00,1,23.95,7.22,0.5000
574168,0.00,0.00,14.51,10,14.57,185,0.27,2130,0.00,24.00,86,3,0.00,25,5.37,9.43,7.45,99.90,0.00,1,23.95,7.08,0.5000
574270,0.00,0.00,14.51,10,14.57,185,0.27,2118,0.00,24.00,86,2,0.00,25,5.51,9.38,7.45,99.90,0.00,1,23.95,7.08,0.5000
574372,0.00,0.00,14.51,10,14.57,185,0.27,2072,0.00,24.00,86,1,0.00,25,5.51,9.15,7.45,99.90,0.00,1,23.95,6.93,0.5000
574474,0.00,0.00,14.51,10,14.56,185,0.27,2061,0.00,24.00,86,0,0.00,25,5.51,8.97,7.06,99.90,0.00,1,23.95,6.79,0.5000
574576,0.00,0.00,14.51,10,14.56,185,0.27,2018,0.00,24.00,86,0,0.00,25,5.51,8.87,7.06,99.90,0.00,1,23.95,6.79,0.5000
574678,0.00,0.00,14.51,10,14.56,185,0.27,2007,0.00,24.00,86,0,0.00,25,5.37,8.72,7.06,99.90,0.00,1,23.95,6.64,0.5000
574780,0.00,0.00,14.51,10,14.56,185,0.26,1964,0.00,24.00,86,0,0.00,25,5.51,8.97,7.06,99.90,0.00,1,23.95,6.64,0.5000
574882,0.00,0.00,14.51,10,14.56,185,0.27,1942,0.00,24.00,86,0,0.00,25,5.51,8.46,7.06,99.90,0.00,1,23.95,6.64,0.5000
574985,0.00,0.00,14.51,10,14.56,185,0.26,1936,0.00,24.00,88,0,0.00,25,5.51,8.37,6.67,99.90,0.00,1,23.95,6.64,0.5000
575086,0.00,0.00,14.51,10,14.56,185,0.26,1925,0.00,24.00,88,0,0.00,25,5.51,8.41,6.67,99.90,0.00,1,23.95,6.50,0.5000
575189,0.00,0.00,14.51,10,14.56,185,0.27,1896,0.00,24.00,88,0,0.00,25,5.51,8.55,6.67,99.90,0.00,1,23.95,6.35,0.5000
575290,0.00,0.00,14.51,10,14.56,185,0.27,1885,0.00,24.00,88,0,0.00,25,5.37,8.59,6.67,99.90,0.00,1,23.95,6.50,0.5000
575392,0.00,0.00,14.51,10,14.56,185,0.27,1887,0.00,24.50,88,0,0.00,25,5.51,8.46,6.67,99.90,0.00,1,25.70,6.50,0.5000
575494,0.00,0.00,14.51,10,14.56,185,0.27,1972,0.00,28.00,88,0,0.00,25,6.67,13.82,9.80,99.90,0.00,1,30.03,11.29,0.5000
575596,0.00,0.78,14.51,10,14.57,185,0.34,2154,0.00,35.50,88,0,0.00,25,8.27,16.94,13.73,99.90,0.00,1,38.51,13.47,0.5000
575698,0.00,0.78,14.51,10,14.59,185,0.41,2242,0.00,40.50,88,0,0.00,25,9.29,18.59,14.51,19.90,0.00,1,40.92,14.05,0.5000
575800,0.00,0.78,14.51,10,14.59,185,0.47,2246,0.00,42.00,88,0,0.00,25,9.43,19.10,14.90,18.70,0.00,1,42.53,14.05,0.5000
575902,0.00,0.78,14.51,10,14.58,185,0.50,2259,0.00,43.00,88,0,0.00,25,9.58,19.44,14.90,18.10,0.00,1,43.26,14.05,0.5000
576004,0.00,0.78,14.51,10,14.58,185,0.51,2263,0.00,44.00,88,0,0.00,25,10.30,21.46,16.47,17.50,0.00,1,44.45,15.94,0.5000
576106,0.00,0.78,14.51,10,14.58,185,0.55,2283,0.00,45.00,88,0,0.00,25,10.88,22.71,16.86,16.90,0.00,1,44.46,16.82,0.5000
576208,0.00,0.78,14.51,10,14.58,185,0.58,2276,0.00,44.00,88,0,0.00,25,11.17,23.32,18.04,16.90,0.00,1,43.65,17.10,0.5000
576311,8.59,0.78,14.51,8,14.57,185,0.60,2290,0.00,43.00,88,0,0.00,25,11.46,24.34,18.04,16.90,0.00,1,43.13,17.83,0.5000
576412,11.72,0.78,14.51,8,14.57,185,0.62,2303,0.00,42.50,88,0,0.00,25,11.75,25.60,19.22,16.60,0.00,1,42.25,18.26,0.5000
576514,13.28,0.78,14.51,8,14.57,185,0.65,2320,0.00,41.50,88,0,0.00,25,12.04,26.97,19.61,16.10,0.00,1,41.39,18.85,0.5000
576617,12.50,0.78,14.51,8,14.56,185,0.67,2336,0.00,41.00,88,0,0.00,25,12.04,27.15,19.61,15.60,0.00,1,40.91,18.99,0.5000
576718,11.72,0.78,14.51,8,14.56,185,0.68,2341,0.00,40.50,88,0,0.00,25,12.33,27.91,20.39,14.40,0.00,1,40.56,19.87,0.5000
576820,12.50,0.78,14.51,8,14.56,185,0.70,2352,0.00,40.00,88,0,0.00,25,12.48,28.21,21.18,14.50,0.00,1,40.11,20.01,0.5000
576922,11.72,0.78,14.51,8,14.56,185,0.71,2356,0.00,40.00,88,0,0.00,25,12.48,28.51,20.78,14.60,0.00,1,40.09,19.87,0.5000
577024,10.94,0.78,14.51,8,14.56,185,0.72,2360,0.00,40.00,88,1,0.00,25,12.62,28.87,20.78,14.40,0.00,1,40.09,19.87,0.5000
577126,10.16,0.78,14.51,8,14.56,185,0.72,2365,0.00,40.00,88,1,0.00,25,12.62,28.75,20.78,14.20,0.00,1,40.09,19.87,0.5000
577228,9.38,0.78,14.51,8,14.56,185,0.72,2366,0.00,40.00,88,2,0.00,25,12.62,29.23,20.78,14.30,0.00,1,40.09,19.87,0.5000
577330,9.38,0.78,14.51,8,14.56,185,0.73,2371,0.00,40.00,88,2,0.00,25,12.62,29.59,20.78,14.30,0.00,1,40.09,19.87,0.5000
577433,8.59,0.78,14.51,8,14.56,185,0.74,2383,0.00,40.00,88,3,0.00,25,12.91,31.40,21.57,14.40,0.00,6,40.06,21.17,0.5000
577534,10.16,0.78,14.51,8,14.56,185,0.77,2396,0.00,40.00,88,4,0.00,25,13.20,31.75,22.75,14.30,0.00,6,40.10,22.05,0.5000
577637,10.16,0.78,14.51,8,14.55,185,0.78,2424,0.00,40.00,88,5,0.00,25,13.49,32.48,23.53,14.40,0.00,6,40.12,22.49,0.5000
577739,10.16,0.78,14.51,8,14.55,185,0.80,2434,0.00,40.00,88,6,0.00,25,13.49,32.47,23.53,15.30,0.00,6,40.12,22.34,0.5000
577840,9.38,0.78,14.51,8,14.55,185,0.80,2443,0.00,40.00,88,6,0.00,25,13.49,33.10,23.53,14.60,0.00,6,40.12,22.34,0.5000
577943,8.59,0.78,14.51,8,14.55,185,0.81,2448,0.00,40.00,88,7,0.00,25,13.49,30.76,23.53,14.30,0.00,6,40.12,22.48,0.5000
578045,7.81,0.78,14.51,8,14.55,185,0.81,2438,0.00,40.00,88,8,0.00,25,13.64,34.06,23.53,14.30,0.00,6,40.12,22.48,0.5000
578146,7.03,0.78,14.51,8,14.54,185,0.82,2445,0.00,40.00,88,8,0.00,25,14.07,35.39,25.10,14.30,0.00,6,40.12,24.37,0.5000
578249,8.59,0.78,14.51,8,14.54,185,0.85,2462,-2.00,40.00,88,9,-2.00,26,14.22,36.34,26.67,14.50,0.00,7,39.71,25.24,0.5000
578350,7.81,0.78,14.51,8,14.53,185,0.87,2495,-2.00,37.50,88,10,-1.50,26,14.36,36.19,26.27,14.30,0.00,7,39.38,25.10,0.5000
578453,7.03,0.78,14.51,8,14.54,185,0.87,2499,-2.00,37.50,88,11,-1.50,26,14.36,37.09,26.67,14.20,0.00,7,39.21,25.09,0.5000
578555,7.03,0.78,14.51,8,14.54,185,0.88,2482,-2.00,37.50,88,11,-1.50,26,14.36,37.54,26.27,14.20,0.00,7,38.95,25.10,0.5000
578656,5.47,0.78,14.51,8,14.53,185,0.89,2488,-2.00,37.50,88,12,-1.50,26,14.51,37.39,26.27,14.20,0.00,7,38.67,25.39,0.5000
578759,5.47,0.78,14.51,8,14.53,185,0.90,2515,-2.00,37.50,88,13,-1.00,26,14.51,35.88,26.27,14.30,0.00,7,38.48,25.10,0.5000
578861,4.69,0.78,14.51,8,14.53,185,0.91,2525,-2.00,37.00,88,13,-1.00,26,14.80,39.64,27.84,14.30,0.00,7,38.26,26.69,0.5000
578963,4.69,0.78,14.51,8,14.53,185,0.93,2518,-2.00,37.00,86,14,-1.00,26,15.09,40.35,29.41,14.60,0.00,7,37.91,28.15,0.5000
579065,3.91,0.00,14.51,8,14.52,185,0.95,2529,-4.00,37.00,86,15,-3.00,27,15.24,40.71,29.80,14.40,0.00,7,37.59,28.87,0.5000
579166,4.69,0.00,14.51,8,14.52,185,0.96,2557,-4.00,34.50,86,15,-3.00,27,15.38,40.83,30.59,14.30,0.00,7,37.49,29.31,0.5000
579269,3.91,0.00,14.51,8,14.52,185,0.96,2550,-4.00,34.50,86,16,-3.00,27,15.38,41.30,30.59,14.20,0.00,7,37.62,29.17,0.5000
579370,3.12,0.00,14.51,8,14.51,185,0.96,2578,-4.00,35.00,86,17,-3.00,27,15.53,42.02,30.59,14.30,0.00,7,37.44,29.17,0.5000
579472,2.34,0.00,14.51,8,14.52,185,0.97,2587,-4.00,34.50,86,18,-2.50,27,15.53,42.13,30.59,14.30,0.00,7,37.47,29.17,0.5000
579575,1.56,0.00,14.51,8,14.51,185,0.97,2574,-4.00,34.50,86,18,-2.50,27,15.53,42.25,30.59,14.40,0.00,7,37.41,29.17,0.5000
579677,1.56,0.00,14.51,8,14.51,185,0.98,2598,-4.00,34.50,86,18,-2.50,27,15.67,42.13,30.59,14.40,0.00,7,37.21,29.17,0.5000
579779,1.56,0.00,14.51,8,14.51,185,0.98,2588,-4.00,34.50,86,17,-2.50,27,15.67,42.97,30.59,14.50,0.00,7,37.29,29.02,0.5000
579881,0.00,0.00,14.51,8,14.51,185,0.99,2594,-4.00,34.50,86,13,-2.50,27,15.67,42.49,30.20,14.20,0.00,7,37.22,28.88,0.5000
579982,0.00,0.00,14.51,8,14.51,185,0.98,2614,-4.00,34.50,86,11,-2.50,27,15.82,42.73,30.20,14.20,0.00,7,37.40,28.88,0.5000
580085,-0.78,0.00,14.51,8,14.50,185,0.98,2596,-4.00,34.50,86,8,-2.50,27,15.82,42.73,30.20,14.30,0.00,7,37.26,28.88,0.5000
580187,-1.56,0.00,14.51,8,14.51,185,0.98,2624,-4.00,34.50,86,5,-2.50,27,15.82,43.21,30.20,14.40,0.00,7,37.41,28.88,0.5000
580289,-2.34,0.00,14.51,8,14.50,185,0.99,2604,-4.00,34.50,86,4,-2.50,27,15.82,43.21,30.20,14.20,0.00,7,37.41,28.88,0.5000
580391,-1.56,0.00,14.51,8,14.50,185,0.99,2630,-4.00,34.50,86,3,-2.50,27,15.96,42.97,30.20,14.50,0.00,7,37.32,28.88,0.5000
