Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning #1 A (Stored)* (%),A/F Learning #1 B (Stored)* (%),A/F Learning #1 C (Stored)* (%),A/F Learning #1 D (Stored)* (%),A/F Learning Airflow Range (Current)* (offset),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),IAM (4-byte)* (multiplier),Mass Airflow (g/s),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
143118,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,703,0.5000,2.98,14.80
143194,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,696,0.5000,2.98,14.80
143268,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,702,0.5000,3.00,14.80
143343,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,716,0.5000,3.02,14.80
143418,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,709,0.5000,3.00,14.80
143494,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,705,0.5000,3.00,14.90
143568,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,710,0.5000,3.02,14.90
143643,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,708,0.5000,3.02,14.90
143719,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,712,0.5000,3.02,14.90
143794,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,713,0.5000,3.02,15.10
143868,0.00,2.34,2.10,0.00,0.00,0.00,1,13.60,192,714,0.5000,2.98,15.10
143944,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,716,0.5000,3.00,14.80
144018,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,720,0.5000,3.02,14.80
144093,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,724,0.5000,3.00,14.80
144168,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,727,0.5000,3.00,14.80
144244,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,721,0.5000,3.00,14.80
144318,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,712,0.5000,3.02,14.80
144394,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,712,0.5000,3.02,14.80
144469,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,710,0.5000,3.02,14.80
144543,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,708,0.5000,3.02,14.80
144619,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,716,0.5000,3.02,14.70
144694,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,727,0.5000,3.02,14.80
144768,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,717,0.5000,3.00,14.80
144844,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,719,0.5000,3.02,14.70
144919,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,709,0.5000,3.00,14.70
144994,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,699,0.5000,3.02,14.70
145069,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,692,0.5000,3.02,14.70
145144,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,696,0.5000,3.00,14.70
145219,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,702,0.5000,3.00,14.70
145294,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,703,0.5000,3.00,14.70
145369,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,710,0.5000,2.98,14.70
145444,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,702,0.5000,2.98,14.70
145519,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,709,0.5000,2.98,14.70
145594,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,709,0.5000,2.98,14.70
145669,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,704,0.5000,3.00,14.70
145744,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,708,0.5000,3.02,14.60
145819,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,709,0.5000,3.00,14.70
145893,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,712,0.5000,2.98,14.70
145969,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,713,0.5000,3.00,14.70
146044,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,712,0.5000,3.00,14.70
146119,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,708,0.5000,2.98,14.70
146194,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,711,0.5000,2.98,14.70
146269,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,711,0.5000,2.98,14.70
146344,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,704,0.5000,2.98,14.70
146419,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,710,0.5000,2.98,14.60
146494,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,709,0.5000,2.98,14.70
146569,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,715,0.5000,2.98,14.70
146644,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,718,0.5000,2.98,14.60
146719,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,712,0.5000,2.98,14.60
146794,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,698,0.5000,2.98,14.80
146869,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,702,0.5000,3.00,14.80
146944,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,696,0.5000,3.00,14.80
147019,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,700,0.5000,2.98,14.90
147094,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,704,0.5000,2.98,14.80
147168,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,699,0.5000,2.98,14.80
147244,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,708,0.5000,2.98,14.70
147319,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,700,0.5000,3.00,14.70
147394,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,703,0.5000,3.00,14.80
147469,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,706,0.5000,2.98,14.80
147543,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,698,0.5000,3.00,14.80
147619,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,706,0.5000,2.98,14.80
147694,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.76,192,706,0.5000,2.98,14.80
147769,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,705,0.5000,2.98,14.80
147844,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,704,0.5000,2.98,14.80
147919,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,718,0.5000,2.98,14.90
147994,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,715,0.5000,2.98,14.80
148069,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,722,0.5000,3.00,14.80
148144,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,717,0.5000,2.98,14.90
148218,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,715,0.5000,2.98,14.90
148294,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.68,192,715,0.5000,2.98,14.90
148369,-0.78,2.34,2.10,0.00,0.00,0.00,1,13.84,192,717,0.5000,3.02,14.90
148444,0.00,2.34,2.10,0.00,0.00,0.00,1,13.68,192,729,0.5000,3.02,14.90
148519,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,719,0.5000,3.02,15.00
148593,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,717,0.5000,2.98,14.90
148669,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,712,0.5000,2.98,14.90
148744,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,714,0.5000,3.00,14.80
148819,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,718,0.5000,3.02,14.90
148893,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,716,0.5000,3.02,14.90
148969,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,708,0.5000,3.00,14.90
149043,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,710,0.5000,3.00,14.80
149119,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,704,0.5000,3.02,15.00
149194,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,704,0.5000,3.00,14.70
149269,0.00,2.34,2.10,0.00,0.00,0.00,1,13.84,192,709,0.5000,3.02,14.70
149344,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,702,0.5000,3.00,14.80
149419,0.00,2.34,2.10,0.00,0.00,0.00,1,13.76,192,706,0.5000,3.02,14.80
